rec_id, rec2_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-1501-dup-0, rec-2163-org, ind, f, , 19521007, ms, willoam, srijata, vic, fryerstiwn, 3820, 3, mckenzie street, canberra uentre, 618 45180422, 2483495, 8, NoRole
rec-4174-org,   rec-1642-org, eng, m, 30, 19861106, , olivia, savege, nsw, gillieston heights, 5120, 26, hindmarsh drive, , 2 83795650, 8838428, 8, NoRole
rec-3334-org,   rec-8285-org, usa, f, 21, 19950115, ms, robert, parrish, wa, erskine, 4034, 46, pokana circuit, cnsltng stes geelong private hosp, 618 90867175, 4358967, 0, NoRole
rec-427-org,   rec-7748-org, rus, , 35, , , holly, lom, vic, murtoa, 6280, 325, crafer place, , 08 54275429, 2577850, 4, NoRole
rec-8426-org,   rec-4822-org, chi, , 23, 19930715, ms, zachary, mou, nsw, careel bay, 2541, 1, watchorn close, glenmore, 02 67457801, 3871381, 7, NoRole
rec-4844-org,   rec-7647-org, por, , 37, 19790618, , kallie, eronilde, sa, kensington gardens, 2830, 5, oldershaw court, , 07 28654951, 1226961, 8, NoRole
rec-3754-org,   rec-6724-org, , , 27, 19890826, , ethan, nguyen, nsw, millthorpe, 2444, 26, ferry place, golden ball homestead, 02 04374718, 5163948, 3, NoRole
rec-1501-org,   rec-2163-org, ind, m, , 19521007, ms, william, srijata, vic, fryerstown, 3280, 3, mckenzie street, canberra centre, 618 45180422, 2483495, 8, NoRole
rec-7205-org,   rec-7553-org, unk, f, , 19130615, , liam, stranger, nsw, emerald, 2540, 28, torrens street, melody cottage, 2 97266753, 3810708, 5, NoRole
rec-6898-org,   rec-2421-org, jew, f, 36, , , brianna, schecter, nsw, berridale, 3463, 53, mountain creek road, , 2 11959950, 2928623, 6, NoRole
rec-806-org,   rec-8670-org, abo, f, 32, , pfc, amber, goolagong, qld, tanah merah, 4350, 18, tamborine close, , 613 10727831, 6964068, 0, NoRole
rec-3343-org,   rec-2379-org, eng, m, 11, 20051227, pfc, luke, ryder, nsw, glenmore park, 3621, 8, purser street, , 612 42654601, 3324772, 6, NoRole
rec-7613-org,   rec-4590-org, nor, m, , 19650415, ms, , , , brookfield, 2165, 4, gorrie close, , , 1743667, 3, NoRole
rec-4779-dup-0, rec-8321-org, eng, m, 35, 19810121, , zachacriah, riee, wa, kwinana beach, 7000, 10, horan olace, garaweh, , 5837389, 3, NoRole
rec-7134-org,   rec-1851-org, usa, f, 38, 19781116, ms, anton, kirkland, sa, forestville, 4300, 1, dumas street, hd curramulka, 07 29054693, 1057868, 7, NoRole
rec-2201-org,   rec-7403-org, eng, f, 37, 19791028, , , brewster, vic, tatyoon, 5063, 11, clubbe crescent, chambers caravn park, 618 55916956, 6001784, 1, NoRole
rec-7109-org,   rec-2131-org, ser, f, , 19011212, ms, james, vjukic, sa, nairne, 2650, 5, crisp circuit, , 7 34225515, 4302786, 4, NoRole
rec-4178-org,   rec-3121-org, unk, , 31, 19850327, , nicholas, strapp, nsw, lake conjola, 2580, 28, duncan street, c/-runaway bay marina, 612 05398164, 2048484, 1, NoRole
rec-2915-org,   rec-8591-org, unk, f, 29, 19870312, , daniella, aarts, nsw, , 2305, 11, de graaff street, rosetta village, 2 87084715, 7808481, 3, NoRole
rec-534-org,   rec-5097-org, usa, f, 32, 19841203, , wade, rhodes, qld, wilson valley, 2010, 53, coane street, , 03 72110438, 3569171, 9, NoRole
rec-7124-org,   rec-2052-org, eng, f, 35, 19810211, , nicole, marchand, vic, bundoora, 0870, 15, peacock place, , 02 91227712, 5668241, 7, NoRole
rec-1987-org,   rec-1229-org, usa, f, 34, 19820807, , julia, gibson, act, kingston, 6210, 358, karri street, villa 2, 02 32118883, 4422023, 6, NoRole
rec-8883-org,   rec-4387-org, usa, f, 19, 19971116, pfc, alexander, burt, vic, heatherton, 6169, 12, slessor crescent, , 8 66620753, 5982809, 9, NoRole
rec-8330-org,   rec-3627-org, ser, f, 29, 19871108, , sebastian, mehmedovic, qld, owanyilla, 2263, 1, stumm place, , 3 12140222, 7852932, 2, NoRole
rec-5442-dup-0, rec-3548-org, eng, f, 39, , hon, taylxor, earlsofn, nsw, , 2476, 1, monaro highway, , 612 82480462, 8967527, 3, NoRole
rec-1137-org,   rec-5776-org, wel, m, 28, 19880405, ms, thomas, rumbald, vic, tallygaroopna, 4111, 22, mirbelia crescent, , , 8588865, 7, NoRole
rec-8990-org,   rec-1168-org, eng, m, 35, 19811113, , joshua, ryers, vic, st arnaud, 5355, 120, bertel crescent, , 08 68879249, 3342248, 2, NoRole
rec-6639-org,   rec-4317-org, chi, m, , 19770910, ms, harry, tseun, , port sorell, 3204, 17, darmody street, , , 4565734, 5, NoRole
rec-7552-dup-0, rec-8606-org, eng, , 32, 19840122, , jamme, carlyle, vix, moreland, 2018, 4, franks lace, henry kendall bayside, 8 21333082, 9708502, 0, NoRole
rec-8353-org,   rec-2889-org, unk, f, 36, , mr, paige, , sa, goodwood, 6059, 1274, paul coe crescent, , 617 72184336, 3732308, 5, NoRole
rec-8933-org,   rec-1076-org, eng, f, , 19200301, , liam, turnbull, nsw, castlecrag, 3061, 20, hall street, , 612 28576136, 8460544, 9, NoRole
rec-4927-org,   rec-5362-org, eng, m, 24, 19920407, ms, ysobel, sniders, sa, reynella, 2337, 330, tenison-woods circuit, , 07 80859670, 6505819, 3, NoRole
rec-1496-org,   rec-116-org, unk, m, 24, 19920118, ms, jacob, abbetmeyer, nsw, belfield, 4215, 8, warrumbul street, , 04 26872745, 9897391, 0, NoRole
rec-4819-org,   rec-7939-org, usa, f, 30, 19860508, ms, adam, stephenson, vic, camberwell east, 2112, 3, ambalindum street, aptmnt 42, 08 84907716, 3624371, 8, NoRole
rec-2378-org,   rec-207-org, afg, m, 26, 19900726, mr, connor, lodhi, nsw, wyongah, 6025, 60, wuronga hill street, , 2 76654674, 9183723, 4, NoRole
rec-2346-org,   rec-2837-org, unk, , 39, 19770130, mr, robert, aballon, tas, rosebery, 4218, 120, enderby street, , 617 72717120, 7229214, 4, NoRole
rec-3830-org,   rec-3925-org, usa, f, 19, 19970515, , samuel, butler, nsw, south golden beach, 2207, 11, tillyard drive, sierra oaks, 2 57925299, 9696516, 6, NoRole
rec-5386-org,   rec-440-org, usa, m, 35, 19811105, , danielle, dorsey, qld, stapylton, 6147, 100, hadleigh circuit, kilvinton village, 3 23695052, 7700111, 2, NoRole
rec-640-org,   rec-5704-org, eng, f, 32, , , ryan, huddleson, nsw, the entrance north, 3268, 2, ashburner street, brentwood vlge, 612 02188684, 8249858, 2, NoRole
rec-5588-org,   rec-4506-org, usa, m, 20, 19960510, ms, alexandra, puckett, vic, kernot, 2066, , mirrabucca crescent, rabbit warren, 08 52520193, 4558930, 6, NoRole
rec-1199-org,   rec-2608-org, ser, , 34, 19821211, dr, tanar, batez, nsw, urana, 2163, 86, pasley place, brampton, 2 81089350, 5044539, 1, NoRole
rec-6692-org,   rec-4603-org, ger, f, 25, 19910817, , bayley, zoepfl, vic, neerim south, 3015, 5, william webb drive, , 8 72327412, 6719675, 9, NoRole
rec-2872-org,   rec-6928-org, ind, f, 32, 19841230, ms, nathan, tanmaya, nsw, hermidale, 3078, 501, leist street, berkeley vlge, 612 87057582, 7613002, 8, NoRole
rec-8696-org,   rec-6699-org, usa, f, , 19890115, , joel, roy, qld, harristown, 5093, , astelia place, trewilga, 613 36035776, 8643879, 1, NoRole
rec-3739-org,   rec-457-org, eng, f, 27, 19890921, ms, warrick, wescott, wa, hickety, 5093, 11, yanda street, roachdale, 08 46193346, 6896682, 2, NoRole
rec-5819-org,   rec-6681-org, usa, f, 31, 19850822, , lachlan, rojas, vic, caulfield north, 2170, 1, preston street, , 08 60730662, 7069340, 6, NoRole
rec-2217-org,   rec-7514-org, eng, f, 39, 19770501, ms, todd, deadman, , newcomb, 6065, 2, wallen place, , 07 65346449, 8329049, 8, NoRole
rec-3814-org,   rec-2612-org, por, , 27, 19890617, dr, harry, zonta, sa, golden grove, 3380, 243, blackett crescent, , 07 49717421, 2467908, 4, NoRole
rec-6977-org,   rec-2042-org, tur, f, 25, 19910707, mr, lewis, kte, , east roseville, 6160, 1, heidelberg street, , 08 17495863, 1360709, 3, NoRole
rec-7500-dup-0, rec-2116-org, unk, f, 8, 20081219, , ashlie, straiij, wa, talgomine, 5291, 7, florina place, , 8 89578969, 7056448, 3, NoRole
rec-8013-org,   rec-4600-org, eng, f, , 19690611, , aaron, donalds, nsw, grenfell, 4211, 7, jonsson court, , 02 29104652, 2674372, 1, NoRole
rec-7140-org,   rec-2174-org, usa, m, , 19360215, , lily, gross, qld, bribie island, 4301, 184, beaurepaire crescent, , 3 47929016, 7100871, 0, NoRole
rec-7505-org,   rec-3519-org, ind, f, 33, 19830606, ms, sonja, thiara, vic, darriman, 6163, 19, pavonia street, , , 5616261, 6, NoRole
rec-6026-org,   rec-5339-org, ger, f, 26, 19900407, mr, nathan, tammerk, qld, waterloo, 2210, 10, brookman street, , 03 81132619, 3041644, 8, NoRole
rec-4928-org,   rec-3467-org, ind, f, 35, 19810126, dr, millie, majoo, qld, coolum beach, 2340, 68, sidaway street, , 613 38174901, 9639457, 5, NoRole
rec-1036-org,   rec-2049-org, usa, f, 30, 19860525, , holly, morgan, qld, pauls pocket, 3930, 57, kulgera street, , 03 27245596, 5654986, 7, NoRole
rec-1321-org,   rec-5068-org, eng, m, 30, 19860803, , jordan, wyman, nsw, west pymble, 5034, 13, star close, , 2 04225644, 3473534, 7, NoRole
rec-5185-org,   rec-1597-org, fre, m, 33, 19831022, , neneh, tour, vic, mount buffalo, 5043, 34, antill street, , , 8788991, 9, NoRole
rec-118-org,   rec-8519-org, chi, f, , 19601107, ms, blake, , qld, tanawha, 7117, 72, couvreur street, , 3 79461101, 1130220, 9, NoRole
rec-8339-org,   rec-7787-org, unk, , , , , emiily, scinto, qld, oonoonba, 3131, 39, busby street, fernlea, 613 12731472, 8298641, 9, NoRole
rec-5811-dup-0, rec-2259-org, gre, f, , 19901129, , livia, makarezos, ns, matheso, 1558, , gundaroo road, foveaux terraces, 2 03392518, 3566484, 5, NoRole
rec-8844-org,   rec-4726-org, ind, f, , 19741211, ms, robert, mahanthapa, qld, booval, 4074, 21, nemarang crescent, , 07 79364259, 9759664, 1, NoRole
rec-7460-org,   rec-4289-org, eng, f, 30, 19860430, ms, aidyn, tennyson, , altona north, 4212, 61, rivett street, , 03 23683604, 5802744, 8, NoRole
rec-4402-org,   rec-8310-org, unk, f, 23, 19930406, , hayley, strazzari, nsw, willmot, 7030, 9, everard place, , 2 24503103, 9113167, 6, NoRole
rec-5293-org,   rec-394-org, ser, f, 30, 19861008, , joshua, duplancic, nsw, burcher, 3142, 110, ellenborough street, , 02 43461319, 7017310, 1, NoRole
rec-4943-org,   rec-5478-org, usa, f, 23, 19930223, mr, yana, carney, , coodanup, 4210, 34, coppins crossing road, , 08 70307039, 3744472, 1, NoRole
rec-85-org,   rec-3738-org, wel, f, 20, 19960628, ms, amelia, bithell, wa, yalyalup, 6019, 1, nathan street, , 618 15061710, 8433468, 0, NoRole
rec-1544-org,   rec-3885-org, eng, f, 19, 19970331, , ebony, haggard, nsw, fairfield heights, 2454, 22, vaughan garden, amaroo hostel, 2 94273647, 3202215, 2, NoRole
rec-7881-dup-0, rec-6970-org, swe, , 26, 19892126, , lia, hultman, tzs, midway point, 3196, 41, cygnet ceescent, , 617 92624471, 4901535, 3, NoRole
rec-8058-org,   rec-5714-org, usa, f, 28, 19880329, ms, jesse, simon, nsw, west wallsend, 2045, 166, dexter street, , 2 73375636, 5613912, 2, NoRole
rec-4535-org,   rec-4774-org, eng, , 42, 19740130, , , milligan, nsw, canley vale, 5069, 22, shackleton circuit, , 02 23422675, 5511138, 5, NoRole
rec-5879-org,   rec-4435-org, ara, f, 21, 19950821, , lucy, sabeeyah, vic, meerlieu, 3127, 115, baracchi crescent, , 618 88274307, 6447271, 3, NoRole
rec-2107-org,   rec-2569-org, usa, f, 23, 19930907, , ruby, barnes, sa, clarendon, 5070, 24, clint place, gostwyck, 03 34880674, 7100074, 1, NoRole
rec-2485-org,   rec-1862-org, ind, f, 22, 19940908, sgt, madeline, maninder, wa, karlgarin, 6019, 17, bacchus circuit, sec 161, 08 59264637, 6320052, 3, NoRole
rec-3642-org,   rec-1955-org, eng, m, 11, 20050410, , eleni, hackett, nsw, northbridge, 4054, 12, garland place, , 612 31255048, 1297723, 5, NoRole
rec-4442-org,   rec-2144-org, tur, m, 34, 19820408, , marco, ciller, vic, lancaster, 2322, 6, paloona place, maranatha house, 8 65453711, 3734624, 2, NoRole
rec-1839-org,   rec-306-org, tur, m, , 19450706, , jaxson, gek, qld, tallegalla, 2016, 8, brigden crescent, , 3 88814175, 5377662, 0, NoRole
rec-8408-org,   rec-8119-org, rom, f, , 19121205, mr, emiily, kogalniceaunu, qld, upper glastonbury, 3016, 17, campbell street, wurrami, 03 71826059, 7553478, 1, NoRole
rec-7279-org,   rec-682-org, eng, , 27, , , amy, goode, sa, bellevue heights, 2195, 27, ellenborough street, pacific terraces, 7 01480849, 5638039, 5, NoRole
rec-4186-org,   rec-3918-org, wel, f, 28, 19880724, ms, jackson, cnaitho, vic, glengarry, 2250, 59, rubbo crescent, , 04 31899869, 6017479, 5, NoRole
rec-3026-org,   rec-438-org, eng, , 35, 19810623, ms, zachary, ness, nsw, dunkeld, 3166, 74, paul coe crescent, , 612 12194879, 6735878, 3, NoRole
rec-7457-org,   rec-4929-org, unk, f, , 19410401, , adela, schwanke, vic, wallup, 2405, 46, gollan street, unt 1, 618 21738210, 5677785, 4, NoRole
rec-2822-org,   rec-3487-org, usa, f, 30, 19860608, ms, hannah, , wa, rawlinna, 4151, 12, badimara street, , 8 96889725, 4390438, 4, NoRole
rec-8080-org,   rec-3514-org, usa, m, 32, , ms, tara, haney, qld, corinda, 3465, 26, lambrigg street, , 613 69255589, 8512588, 3, NoRole
rec-5571-org,   rec-6288-org, chi, m, 11, 20050521, , kade, yim, nsw, forest hill, 6330, 39, colvin street, , 2 68921042, 7245410, 5, NoRole
rec-768-org,   rec-150-org, tur, f, , 19890818, mr, summer, gnver, nsw, turrella, 4124, 36, outtrim avenue, the lodge, 612 72588299, 3781409, 5, NoRole
rec-2053-dup-0, rec-5720-org, eng, , 35, 19921005, , michael, hollands, wld, tieri, 3175, 5, banksia street, , 613 98785962, 7107501, 8, NoRole
rec-8583-org,   rec-4910-org, eng, , 25, 19910118, , dimitri, edwardson, vic, freshwater creek, 2126, 22, kavel street, , 08 83470408, 1973857, 3, NoRole
rec-2853-org,   rec-7021-org, ger, f, 25, 19910104, pfc, phoenix, ruth, wa, kambalda, 2095, 28, vogelsang place, chest base hospital, 8 74265335, 7896176, 0, NoRole
rec-1462-org,   rec-6757-org, unk, f, 24, 19920923, , dylan, scopel, vic, toongabbie, 5089, 144, badenoch crescent, , 08 70948810, 6665651, 1, NoRole
rec-5263-org,   rec-50-org, chi, , 32, 19841223, mr, michael, hsaio, vic, tenby point, 4660, 22, bellingham crescent, , 8 14644807, 6876160, 7, NoRole
rec-2227-org,   rec-8736-org, usa, m, 28, 19880804, , madelyn, mcclure, qld, minden, 3677, 33, taylor place, paradise springs, 613 64219967, 2493783, 6, NoRole
rec-5918-org,   rec-348-org, eng, m, 30, 19861224, , gianni, mcdougall, qld, gaven, 2530, 39, cheel place, peechabella, 613 26137285, 6951125, 2, NoRole
rec-4507-org,   rec-4729-org, eng, f, 29, 19871201, , shelbey, spear, vic, bell park, 5267, 21, cobby street, st francis village, 618 24158000, 3139182, 1, NoRole
rec-1411-org,   rec-5862-org, unk, f, 31, 19850721, ms, elizabeth, aaron, nsw, ellangowan, 2170, 334, pryton close, inishmore, 612 78536450, 7947132, 2, NoRole
rec-7367-org,   rec-3186-org, afr, , , 19630303, ms, jacinta, quartey, vic, karnak, 3936, 63, lascelles circuit, parry hse, 08 40085364, 2567827, 9, NoRole
rec-5259-org,   rec-1981-org, ind, , 31, 19851105, , nicholas, irani, nsw, binnaway, 4207, 56, kavel street, moorillyah, 2 29955729, 1296430, 4, NoRole
rec-4577-org,   rec-6961-org, usa, , 25, 19911023, , lachlan, burt, nsw, uranquinty, 6053, 2, learmonth drive, surfside park, 02 13759853, 9437464, 7, NoRole
rec-6373-org,   rec-5764-org, chi, f, 28, 19881114, , alannah, shih, sa, seaview downs, 5573, 30, duggan street, , 07 55643767, 3702057, 5, NoRole
rec-5148-org,   rec-162-org, usa, f, 33, 19830920, , thomas, guerra, , surry hills, 4873, 57, drysdale circuit, , 08 40849367, 9995792, 0, NoRole
rec-8048-org,   rec-3528-org, swe, f, 28, 19880108, , ronan, soderstrom, qld, murray, 7320, 5, carnall close, , 03 97090036, 2575440, 1, NoRole
rec-155-org,   rec-5913-org, chi, , 29, 19870531, ms, james, szma, vic, herne hill, 7300, 325, maltby circuit, , , 2152965, 9, NoRole
rec-8320-org,   rec-342-org, vie, f, , 19460329, , olivia, lam, sa, longwood, 3146, 60, earle street, jewells medical centre, 7 47109132, 2110803, 0, NoRole
rec-6821-org,   rec-6265-org, unk, f, 25, 19911115, ms, summer, aarts, nsw, griffith, 3500, 30, marri street, parry house, 07 68434830, 7750124, 1, NoRole
rec-7084-org,   rec-6158-org, nor, f, 28, 19880109, mr, sam, lorentzen, vic, marnoo, 5173, 24, totterdell street, gypsum pit, 02 55777761, 4973286, 9, NoRole
rec-2501-org,   rec-1192-org, unk, f, , 19820330, , monique, aaberg, nsw, crowther, 4123, 18, burrinjuck crescent, , 08 82514305, 8229445, 7, NoRole
rec-3029-org,   rec-5945-org, ser, , 38, 19780926, , jaxson, sipran, , cranbourne north, 3199, 75, cossington smith crescent, the mews royal hotel bldg, 02 68870760, 7570330, 9, NoRole
rec-1072-org,   rec-1888-org, ger, , 31, 19851017, , madison, taegert, , oakwood, 6062, 135, weathers street, , 02 59248439, 7648295, 2, NoRole
rec-439-org,   rec-4795-org, usa, f, 24, 19920413, , yasmin, reilly, wa, scotts brook, 2354, 11, nicolle place, bondo, 08 98492079, 2322886, 3, NoRole
rec-7853-org,   rec-8952-org, unk, f, 27, 19890716, , melanie, aani, wa, gibb, 7015, 49, snowden place, brownrigg, 08 24825582, 8881826, 6, NoRole
rec-952-org,   rec-1709-org, eng, f, 9, 20070216, , madeline, robert, vic, yass, 3516, 27, currie crescent, , 618 93283452, 6864184, 2, NoRole
rec-792-org,   rec-1057-org, usa, f, , 19990629, , olivia, fletcher, vic, menzies creek, 4744, 22, twelve trees crescent, arcadia, 618 70378406, 9274801, 1, NoRole
rec-2566-org,   rec-6283-org, unk, f, 29, , ms, lydia, sciacca, vic, strathewen, 2154, 2, hardey place, , 8 41243690, 4981861, 0, NoRole
rec-1247-org,   rec-5548-org, rom, f, 37, 19790704, ms, madeleine, iordache, nsw, tamarama, 2528, 29, merriman crescent, bishops creek, 02 56532320, 6665266, 8, NoRole
rec-467-org,   rec-4936-org, chi, f, 35, 19810706, dr, archer, zong, nsw, junction hill, 6395, 14, finnerty place, north star resort, 02 72789695, 1629497, 7, NoRole
rec-7548-org,   rec-3362-org, unk, f, 41, 19751224, , bianca, aaberg, wa, mosman park, 2650, 12, burn street, , 618 88553764, 7828095, 9, NoRole
rec-7618-org,   rec-716-org, rus, f, 31, 19850528, mr, jamie, bacheva, sa, maslin beach, 4701, 5, tillyard drive, , , 8366772, 9, NoRole
rec-6773-org,   rec-1360-org, ara, m, 35, 19811221, hon, bailey, aneezah, qld, weipa airport, 4220, 4, , , 3 49996735, 5676699, 9, NoRole
rec-5964-org,   rec-8139-org, por, f, 39, 19771124, mr, nicholas, pauleta, qld, deagon, 7000, 278, brimage place, , 03 43220592, 7783179, 0, NoRole
rec-6988-org,   rec-8667-org, abo, m, 30, 19860110, , corey, tapai, nsw, mortlake, 4161, 12, degraves crescent, lykabetos, 612 02017522, 9457944, 5, NoRole
rec-6070-org,   rec-6452-org, eng, f, 29, 19871129, , ryleh, patrickson, , brawboy, 4721, 12, balsillie crescent, , 02 80640705, 4863588, 9, NoRole
rec-3448-org,   rec-118-org, eng, , , 19840108, , alexandra, cock, nsw, middleton grange, 2234, 101, kellway street, , 612 80265973, 5745092, 8, NoRole
rec-1466-org,   rec-7611-org, eng, f, , 19610424, , georgia, dickens, nsw, blacktown, 5043, 35, sturdee crescent, , 2 06778941, 2770297, 1, NoRole
rec-6820-org,   rec-2339-org, eng, f, , 19170315, , angelina, pressley, nsw, upwey, 2402, 4, caladenia street, tinbidgeree, 02 10654532, 2604300, 7, NoRole
rec-5524-org,   rec-2074-org, eng, m, 31, 19851103, , sara, salvage, sa, torrensville, 5062, 9, kirwan circuit, , , 4504007, 6, NoRole
rec-6046-org,   rec-8801-org, eng, f, 37, , dr, kelsea, brasher, nsw, euabalong, 2790, 24, vickers crescent, shepherd lodge, 612 58300401, 7691042, 3, NoRole
rec-3647-org,   rec-7525-org, fin, , 27, 19891006, mr, emiily, paasivirte, nsw, bellawongarah, 3073, 30, reuther street, , 2 53301047, 6624858, 2, NoRole
rec-6032-org,   rec-8821-org, ger, f, 34, 19821219, , nathan, boer, vic, kalorama, 6230, 33, windradyne street, bindaree, 08 69091824, 4317145, 5, NoRole
rec-1165-org,   rec-4108-org, eng, , 33, 19830725, , jake, turnbull, wa, west beach, 6014, 2, heagney crescent, , 8 15072431, 5149375, 1, NoRole
rec-3111-org,   rec-1675-org, eng, f, , 19340802, ms, hunter, milton, , coolum beach, 2176, 38, withers place, berkeley vlge, 03 63530756, 4120416, 8, NoRole
rec-7605-org,   rec-2474-org, usa, f, 32, 19840819, , adele, sandoval, nsw, hammondville, 4520, 53, , withern house, 02 26405930, 3213063, 4, NoRole
rec-1946-dup-0, rec-1402-org, chi, f, 35, 19810926, , mackenzi, yan, nse, rotv, 4217, 8, mirrools treet, , 2 09278437, 4564226, 1, NoRole
rec-3547-org,   rec-3657-org, eng, f, 30, 19860615, , bella, carlyle, vic, gembrook, 3201, 8, barwell place, , 02 35636283, 5166324, 4, NoRole
rec-5020-org,   rec-4983-org, eng, f, 33, 19831225, , tommy, irving, sa, cook, 4125, 113, hawkesbury crescent, , 617 26234003, 5426656, 4, NoRole
rec-1795-org,   rec-5666-org, usa, , 26, 19900607, mr, amaya, ochoa, nsw, turlinjah, 2795, 88, maddock place, , 02 65948491, 1342852, 8, NoRole
rec-105-org,   rec-870-org, usa, f, 38, 19780224, ms, lily, garner, vic, henty, 2190, 19, tallara parkway, buena vista, 08 17516244, 4081279, 7, NoRole
rec-1744-org,   rec-6392-org, usa, , , 19860506, ms, daniel, justice, qld, glenrock, 4701, 53, tuckey place, , 3 10785824, 9251984, 5, NoRole
rec-6620-org,   rec-7631-org, ira, , , , ms, matthew, ardalan, vic, cloverdale, 3072, 9, karney street, , 8 69963179, 7560835, 5, NoRole
rec-8885-org,   rec-3060-org, jew, , 32, 19840307, , dylan, barak, qld, reids creek, 3143, 60, condamine street, , 613 80915134, 4580535, 9, NoRole
rec-4559-org,   rec-3916-org, eng, f, 23, 19930816, , brooke, danniell, wa, grass patch, 3940, 26, kellermann close, teazles, 07 51664127, 7986439, 1, NoRole
rec-4127-org,   rec-7374-org, ser, f, 24, 19920120, ms, laura, roksandic, , brunswick west, 7307, 4, dodgshun court, mt forrest, 07 04559780, 7783216, 8, NoRole
rec-5888-org,   rec-872-org, , , 27, 19891212, , , capurso, qld, sandgate, 3056, 82, warrego circuit, , , 7379977, 4, NoRole
rec-5087-org,   rec-7592-org, chi, , 35, 19810925, , riley, lao, vic, hawthorn, 3355, 32, noakes court, , 08 03653533, 9383031, 4, NoRole
rec-2611-org,   rec-254-org, sri, f, 20, 19960429, ms, lily, vaas, vic, corop, 3350, 1, sandover circuit, , 8 34381402, 4619874, 9, NoRole
rec-3715-org,   rec-7009-org, ara, f, 35, 19810727, , sophie, hunaydah, sa, outer harbor, 3594, 7, anthony rolfe street, chest base hospital, 617 46598721, 8996726, 9, NoRole
rec-8522-dup-0, rec-8441-org, usa, m, 29, 19870117, ms, , , vip, rangeview, 2480, 34, kingsmill btreet, , 618 88406287, 1814865, 8, NoRole
rec-6348-org,   rec-7240-org, chi, f, 30, 19860831, mr, alexander, swen, sa, port vincent, 3043, 15, endeavour street, , 7 51682452, 4470502, 6, NoRole
rec-5382-org,   rec-3161-org, unk, f, , 19590420, dr, lachlan, stranger, , taree, 7011, 15, stuart street, monier square, 07 97745047, 9214608, 1, NoRole
rec-7161-dup-0, rec-2795-org, unk, f, 31, , , layla, aaterlir, nsw, kialla, 3055, 66, avenue maribyrnong, , 03 45440329, 7270157, 9, NoRole
rec-5762-org,   rec-4123-org, ger, , 30, 19861224, , brooklyn, lewerentz, qld, forest hill, 4600, 1, , , 03 27346888, 7664276, 0, NoRole
rec-4670-org,   rec-5681-org, vie, m, , 19041214, pfc, lachlan, trieu, wa, roebuck, 3124, 36, springvale drive, , 08 70037880, 1391339, 1, NoRole
rec-2954-org,   rec-5981-org, eng, f, , 19150505, , ruby, bonher, nsw, cordeaux heights, 4820, 24, tipiloura street, the shanty, 02 55520120, 8185766, 0, NoRole
rec-3693-org,   rec-7015-org, chi, m, 24, 19920728, , alissa, syang, wa, kinross, 5040, 32, heagney crescent, , 08 27981195, 9159338, 2, NoRole
rec-4543-org,   rec-297-org, abo, m, 34, 19820924, , grace, yunipingu, wa, miamoon, 6743, 3, lyttleton crescent, , 8 29420745, 6700783, 0, NoRole
rec-446-org,   rec-6034-org, pak, f, 27, 19890930, , jai, karlanri, vic, norong, 2148, 29, cossington smith crescent, , 618 90805300, 7449869, 5, NoRole
rec-8658-org,   rec-4716-org, ser, , 19, 19970526, mr, max, taniskovic, sa, adelaide, 2630, 32, halifax close, , 07 98306821, 7793734, 5, NoRole
rec-1902-org,   rec-4410-org, ina, f, 26, 19900527, , edward, widjaja, qld, coolum beach, 3204, 148, blowering street, , 613 60779497, 9361676, 4, NoRole
rec-7333-org,   rec-7436-org, usa, , 38, 19781122, mr, harrison, holder, nsw, bellambi, 7018, 33, charlton crescent, , 02 56181912, 6368312, 6, NoRole
rec-5302-org,   rec-8936-org, , f, 19, , , rosa, boller, vic, bunyip, 3714, 18, garrick street, , 04 70203746, 7889995, 2, NoRole
rec-878-org,   rec-8630-org, sri, f, 31, 19850928, , emiily, zoysa, vic, vermont, 3182, 6, napper place, silverweir, 08 03493375, 1661820, 2, NoRole
rec-6655-org,   rec-2663-org, eng, f, 27, 19890217, , charlie, speight, nsw, newtown, 4104, 24, clamp place, , 02 69096742, 5694386, 0, NoRole
rec-6979-org,   rec-5303-org, chi, f, 33, 19830227, mr, lachlan, chiang, nsw, coonabarabran, 2540, 17, gollan street, willowcrest, 2 89045029, 2808661, 4, NoRole
rec-6167-org,   rec-3861-org, eng, f, 20, 19961005, , cassandra, banister, nsw, frenchs forest, 2090, 14, crofts crescent, , 02 99375193, 9213032, 7, NoRole
rec-5585-org,   rec-3390-org, ind, f, 12, 20040310, , georgia, chug, nsw, west ryde, 2565, 1, charterisville avenue, , 2 18791552, 4390270, 6, NoRole
rec-8540-org,   rec-5332-org, ind, f, 34, 19820831, mr, emmet, srihari, vic, toowoomba, 2630, 14, , hibiscus retirement resort, 8 67528609, 3081815, 1, NoRole
rec-6368-org,   rec-2309-org, , f, 25, 19911216, pfc, arabella, donaldson, nsw, voyager point, 3029, 3, , murray vale u p a, , 5941977, 7, NoRole
rec-8392-org,   rec-4718-org, usa, m, , 19830516, , brodie, cook, vic, mount martha, 4133, 12, boronia drive, naringal orchard, 8 55187039, 1360684, 3, NoRole
rec-6399-org,   rec-7111-org, fre, f, 38, 19780914, , chloe, lapasset, qld, paget, 4301, 1, merriman crescent, , 08 53827502, 5902613, 6, NoRole
