rec_id, rec2_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-1545-org,   rec-549-org, ser, f, 37, 19790204, , joshua, maretic, nsw, broken head, 6232, 38, sassafras place, , 612 08842124, 7998180, 0, NoRole
rec-636-org,   rec-2643-org, eng, f, 31, , ms, oliver, dennel, vic, macedon, 4116, 15, gleadow street, arndilly, 8 41764781, 3429980, 0, NoRole
rec-1321-org,   rec-2519-org, usa, f, 13, 20030813, , caitlin, wright, vic, athlone, 5095, 152, vogelsang place, , 8 49397201, 7953411, 8, NoRole
rec-2102-org,   rec-2879-org, ser, f, 28, 19880209, dr, jesse, djerek, qld, cowley, 3121, 35, luehmann street, berkeley vlge, 03 08670564, 3371606, 4, NoRole
rec-3918-org,   rec-1140-org, unk, f, 20, 19960724, ms, rupert, abat, nsw, jerrys plains, 2615, 54, albermarle place, sunshine coast private hosptl medcl cent, 02 73420383, 1005215, 2, NoRole
rec-3168-dup-0, rec-3054-org, usa, f, 38, 19780728, mr, melissa, stephenson, nsw, cojo, 2209, 59, pearson sreet, beswick comm, 08 84419287, 4388812, 0, NoRole
rec-2424-org,   rec-2461-org, ser, f, 23, , ms, brigitte, medvesck, vic, glenorchy, 3019, 7, ivo whitton circuit, logan central plaza, 08 46475056, 6321714, 9, NoRole
rec-3532-org,   rec-685-org, jap, f, 30, 19860109, ms, vanessa, kurosawa, sa, mount barker, 4217, 17, chipperfield circuit, menora, 7 55700646, 7759715, 2, NoRole
rec-591-org,   rec-3774-org, chi, f, 31, 19850527, , jordan, zheng, wa, hamersley, 4510, 33, linger place, orena, 618 95884081, 4881282, 8, NoRole
rec-3752-org,   rec-1013-org, chi, m, , 19210830, ms, liam, kwan, qld, frenchville, 2580, 21, musca place, , 3 44569681, 8515109, 9, NoRole
rec-1513-dup-0, rec-855-org, ser, , 28, 19818207, ms, andre, vragovic, qld, lefthand branch, 4808, 340, kinleyside crescent, , 3 36200640, 2897420, 5, NoRole
rec-2904-org,   rec-1652-org, vie, f, , , , megan, phu, qld, stafford heights, 2607, 36, goa place, , 08 65868873, 5557503, 9, NoRole
rec-2570-dup-0, rec-3596-org, eng, i, 23, , , katelyn, aiken, , ardeir, 3130, 8, bugden aenue, , 07 86106848, 1037537, 7, NoRole
rec-2203-org,   rec-272-org, unk, m, 35, 19810304, dr, olivia, scjum, vic, doncaster east, 2478, 21, burramurra avenue, , 8 03008299, 6142844, 5, NoRole
rec-3268-dup-0, rec-308-org, unk, f, 23, 19930625, ms, tahni, stratou, sa, angle vbale, 3240, 23, aspinall street, manor house, 617 76276694, 7338964, 8, NoRole
rec-563-org,   rec-2356-org, ind, f, 23, 19930729, , sidonie, venkateswaran, vic, hallston, 2526, 7, herron crescent, bindaree, 08 42726998, 2533655, 0, NoRole
rec-3375-org,   rec-2135-org, unk, , 26, 19901018, ms, matthew, stranger, , alton downs, 3660, 14, yanco place, , 03 86420184, 5250214, 5, NoRole
rec-1383-dup-0, rec-1942-org, ind, , 28, 19880418, ms, etyan, hazar, nsw, south wesy rocks, 0830, 114, zox circuit, , 2 81471274, 1147543, 3, NoRole
rec-3101-org,   rec-1998-org, usa, , 28, 19880921, ms, chevonne, washington, sa, mount osmond, 4301, 30, withers place, , 07 43540730, 6164015, 5, NoRole
rec-975-org,   rec-299-org, unk, , 36, 19800417, , brianna, scollard, vic, penrith, 5214, 216, vidal street, , 618 34027572, 1989518, 9, NoRole
rec-2260-dup-0, rec-3424-org, afr, d, 83, 19781208, ms, chloe, dossou, vic, kerang, 3169, 1019, sherbrooe street, irrigat ion farm, 8 06898296, 1187208, 9, NoRole
rec-3224-org,   rec-1242-org, ser, , 23, 19930624, , eden, divac, nsw, red range, 4556, 53, diamond street, , 02 00764364, 2737846, 8, NoRole
rec-3986-org,   rec-3674-org, chi, m, 27, 19890328, pfc, benjamin, tseon, , gordonvale, 4805, 21, narrabundah lane, torr dean, 02 95832802, 1567524, 4, NoRole
rec-1248-org,   rec-305-org, ind, f, 34, 19821024, , peter, shadilya, nsw, springwood, 4380, 5, groom street, , 02 90435574, 6898808, 7, NoRole
rec-1187-dup-0, rec-244-org, usa, f, , 19490115, , kallia, glover, viv, ripplebrook, 5158, 23, tunney crsecent, , 03 50727516, 4914983, 5, NoRole
rec-1935-org,   rec-1864-org, usa, f, 43, 19730430, dr, campbell, gamble, sa, lower templestowe, 2101, 813, gellibrand street, tapitallee protea farm, 07 08359978, 8239282, 7, NoRole
rec-3952-org,   rec-333-org, pol, f, , 19120114, , daniel, dlugopolski, qld, west croydon, 7277, 227, goodchild street, glenmore, 3 00143533, 9582172, 0, NoRole
rec-2447-org,   rec-941-org, usa, , , 19650531, , harry, spencer, qld, bohle, 6514, 106, bragg street, , 613 04415546, 4130686, 7, NoRole
rec-308-dup-0, rec-2231-org, , f, 39, 19810321, , logan, eyles, vic, swan hill, 5970, 44, irvine street, , 08 37603929, 9475165, 5, NoRole
rec-2722-dup-0, rec-3322-org, ind, m, 25, 19480320, ms, mitchell, pillax, vic, chandlers hill, 2216, 37, , , 617 43270052, 6079496, 5, NoRole
rec-3318-org,   rec-2041-org, usa, , 25, 19910413, , ella, robertson, wa, buntine, 6282, 4, fitchett street, , 618 60802272, 8680714, 4, NoRole
rec-3349-dup-0, rec-2955-org, ser, c, 36, , , agus, , nsw, brindabella, 4750, 13, findlay street, yarrowonsga estate, 612 37158969, 8720036, 2, NoRole
rec-1775-org,   rec-3389-org, ger, m, 33, 19831125, hon, sara, quint, qld, coorooman, 3724, 52, kennedy street, , 3 79551621, 5703500, 6, NoRole
rec-828-org,   rec-1657-org, ara, f, 32, 19840911, ms, benjamin, arwa, nsw, bentley, 2166, 4, nardoo crescent, henley appartments, 02 64109052, 7263610, 7, NoRole
rec-1282-org,   rec-144-org, eng, m, 29, 19871128, dr, abbey, mathaton, , dalby, 3166, 20, bimberi crescent, bara park, 04 41394983, 3248828, 0, NoRole
rec-2191-dup-0, rec-3413-org, afg, g, 26, , hon, eiza, dalazak, , dapto, 2184, , ormond ztreet, , 07 00903609, 4090151, 0, NoRole
rec-3871-org,   rec-834-org, eng, f, 40, 19760224, , jake, patrickson, vic, berriwillock, 5084, 12, carstensz street, , 8 30208170, 8005471, 0, NoRole
rec-3661-org,   rec-2807-org, ina, m, 28, 19881225, , jassim, siregar, wa, cardup, 2800, 34, glover street, , 08 18087604, 3330997, 6, NoRole
rec-353-org,   rec-189-org, usa, , , 19841012, ms, emiily, bailey, qld, mount mee, 4671, 108, harrington circuit, , 08 82031037, 3201767, 7, NoRole
rec-3298-org,   rec-295-org, eng, m, 10, 20060105, dr, lachlan, kay, wa, abbey, 5016, 4, esau place, tarrenlea, 8 75735594, 8280196, 3, NoRole
rec-479-org,   rec-2176-org, unk, , 33, 19831108, , deakyn, aaron, vic, st peters, 3057, 35, forbes street, belgrano glenalvie, 08 84764722, 3625636, 7, NoRole
rec-2494-org,   rec-1727-org, unk, m, 23, 19931130, , joel, strapp, vic, orange, 2077, 5, grylls crescent, buckhobble, 618 32011114, 5387733, 3, NoRole
rec-1210-dup-0, rec-126-org, usa, f, , 19851205, , holly, haydgn, vic, culnes, 3007, , brigalowxstreet, , 618 00461119, 8366555, 5, NoRole
rec-3213-org,   rec-316-org, unk, f, 31, 19851021, , leah, abat, nsw, monkerai, 5255, 69, sugarloaf circuit, , 03 06228540, 8492890, 8, NoRole
rec-3705-org,   rec-1393-org, iri, f, 36, 19800330, ms, danielle, oboyle, nsw, ardglen, 5245, 343, , kiya, 08 75351355, 3973651, 9, NoRole
rec-2863-org,   rec-2564-org, cze, f, , 19931228, mr, william, schoenberger, nsw, gymea, 4555, 209, de little circuit, , 02 55380981, 4895907, 7, NoRole
rec-3625-org,   rec-3917-org, rus, f, 29, , , deakin, , wa, burwood, 2114, 2, hannaford street, noamunga park, 618 58731804, 1010297, 8, NoRole
rec-1532-org,   rec-2517-org, usa, m, 21, 19951001, dr, juliana, anthony, , greensborough, 4510, 9, bindaga street, balmoral garden, 03 22710022, 4419941, 5, NoRole
rec-580-org,   rec-1200-org, ser, f, , 19680901, , jacob, greif, qld, whetstone, 2484, 13, packham place, , 613 84782083, 2101863, 9, NoRole
rec-2212-org,   rec-127-org, eng, m, 34, 19821010, , georgia, elder, , nelson, 3337, 50, currie crescent, sect 329, 04 77680966, 1917696, 5, NoRole
rec-1582-org,   rec-3904-org, usa, m, 31, 19851219, ms, ava, robinson, , edgecliff, 4074, 2, , euroka, 08 44529789, 4351846, 8, NoRole
rec-2311-org,   rec-564-org, eng, , 32, 19840204, ms, hari, bloxam, vic, melville forest, 2101, 31, prell place, glenburn, 8 34519706, 3251393, 6, NoRole
rec-346-org,   rec-3326-org, cze, f, 33, 19830728, , kelsey, simek, wa, miamoon, 3178, 30, blamey crescent, , 618 39207231, 2750192, 8, NoRole
rec-1236-org,   rec-3475-org, eng, f, 23, 19930502, , rebecca, younge, vic, buln buln, 3175, 16, aspinall street, robgill farm, 08 56477546, 8235192, 8, NoRole
rec-3874-org,   rec-3024-org, tur, f, 32, 19840716, , jaden, cosar, vic, glen alvie, 3850, 3, reveley crescent, water view, 03 60356179, 8242045, 6, NoRole
rec-3909-org,   rec-297-org, rom, , 28, 19880811, hon, mitchell, murgu, , bundaberg, 2729, 37, groom street, , 08 64433976, 5166515, 5, NoRole
rec-2546-org,   rec-3264-org, ara, f, 28, 19880429, ms, sean, shajarah, qld, deception bay, 5061, 7, barron street, , 613 95117941, 2926843, 9, NoRole
rec-1097-org,   rec-3266-org, unk, , 37, , , charlotte, , vic, doveton, 6169, 18, arabanoo crescent, , 618 53876671, 8477258, 0, NoRole
rec-1620-org,   rec-3683-org, tur, f, 36, 19800517, dr, ty, gcek, qld, greenup, 2204, 265, o'loghlen street, , 3 87961592, 4339523, 1, NoRole
rec-1588-org,   rec-74-org, unk, f, , 19740506, , jack, streich, act, ingleburn, 2360, 8, armstrong crescent, , 02 99660637, 6659232, 0, NoRole
rec-2335-dup-0, rec-1553-org, fre, , 33, 19830429, , hayden, fare, sca, marino, 2198, 8, coningham treet, guyra, 617 27840695, 9489022, 0, NoRole
rec-294-org,   rec-1862-org, usa, f, , , , sophie, padilla, nsw, twelve mile creek, 0845, 1, leichhardt street, , 02 11220471, 6352720, 6, NoRole
rec-3322-org,   rec-114-org, unk, f, 32, 19840825, ms, daniel, stratou, qld, brandy creek, 3194, 17, towers place, , 3 44815770, 1564948, 8, NoRole
rec-2746-org,   rec-1257-org, usa, , 27, 19891227, mr, leah, walker, nsw, ryde, 7209, 25, ellenborough street, , 02 63522602, 4914819, 6, NoRole
rec-3027-org,   rec-2502-org, unk, f, 31, , ms, joel, straw, nsw, glenmore park, 3169, 12, beasley street, , 2 27421399, 6455720, 0, NoRole
rec-1454-org,   rec-2093-org, ser, f, 22, 19940521, , kira, sestric, vic, eumemmerring, 2257, 36, ardlethan street, jabaru court, 8 29057570, 5451851, 6, NoRole
rec-3823-dup-0, rec-2630-org, pak, f, 30, , , jacoh, barhai, nsw, kurraojng, 3620, 502, , , 2 14557265, 7731335, 0, NoRole
rec-464-org,   rec-3867-org, eng, f, 30, 19860216, ms, carmen, ethanson, nsw, laurieton, 2195, 5, rosman circuit, tilbuster park estate, 612 16504926, 2275098, 4, NoRole
rec-1293-dup-0, rec-3519-org, chi, f, 35, , , thomas, yin, qln, jackson north, 2560, 43, marr svtreet, , 04 95245323, 8156326, 2, NoRole
rec-1883-org,   rec-3835-org, chi, f, 30, 19861124, , zali, qin, nsw, wyalong, 3094, 102, enderby street, , 2 73335817, 1293893, 1, NoRole
rec-1003-org,   rec-1931-org, chi, , 23, 19930407, , christian, ieong, nsw, dundas, 4019, 10, chapple close, , 612 57718943, 3463892, 1, NoRole
rec-3670-org,   rec-1465-org, pol, , 28, 19880605, , riley, duglosz, nsw, coleambally, 4814, 313, burston place, , 2 56347153, 6572337, 9, NoRole
rec-682-org,   rec-576-org, , f, 23, 19930201, ms, , badman, nsw, alfords point, 3152, 55, luehmann street, , 02 46626575, 8196833, 7, NoRole
rec-2436-org,   rec-1860-org, cze, f, 32, 19841231, mr, nicolas, kuČera, qld, boompa, 2173, 87, la perouse street, , 3 76602036, 5060240, 7, NoRole
rec-1245-org,   rec-111-org, ind, f, 28, 19880413, ms, aimee, mangeshkar, sa, emu park, 3178, 1, gannon place, , 617 66147852, 4851063, 7, NoRole
rec-3923-org,   rec-1360-org, ita, m, , 19510430, ms, blake, facchini, qld, silverleaf, 2594, 9, madigan street, troyvic, 03 42109855, 4411883, 9, NoRole
rec-297-org,   rec-2033-org, unk, f, 23, 19930515, dr, madison, stratou, vic, mount buffalo, 2550, 1, kent street, , 08 10680859, 6497137, 4, NoRole
rec-3529-org,   rec-1677-org, usa, f, 39, 19770211, , kylee, stein, nsw, douglas park, 2145, 8, namadgi circuit, , 612 50995169, 2848781, 3, NoRole
rec-1678-dup-0, rec-3303-org, eng, f, 20, 19740330, , jvcob, sangster, qld, happy valley, 5221, 9, kalla roo road, , 03 40965971, 5681093, 1, NoRole
rec-3476-org,   rec-2328-org, eng, f, 12, 20040524, dr, travis, quickley, vic, bayswater north, 5061, 383, nirang crescent, , 618 14891085, 8379557, 1, NoRole
rec-3287-dup-0, rec-2899-org, eng, d, , , , kristen, ikin, act, forrept, 3182, 20, lascellec circuit, , 02 01966888, 5886905, 6, NoRole
rec-1949-org,   rec-2878-org, chi, f, , 19470708, hon, tabitha, geng, nsw, yattalunga, 7150, 65, , , 2 37663617, 5323730, 5, NoRole
rec-3454-org,   rec-2266-org, abo, f, 33, 19830428, , lucy, worosun, vic, weering, 4559, 20, greenough circuit, peak view, 8 42301438, 5105671, 0, NoRole
rec-2615-org,   rec-3394-org, usa, f, 4, 20121117, , lucy, guerrero, vic, neerim, 4304, 5, mcclelland avenue, , 08 65028264, 4408647, 5, NoRole
rec-546-dup-0, rec-2959-org, ara, f, 26, 19901204, , alexandra, raameen, qld, brandycreek, 4074, 52, parfitt crescent, , 04 86093344, 9646463, 3, NoRole
rec-3802-dup-0, rec-1756-org, usa, f, 13, 19850915, , braedon, bradley, wld, klemzig, 7315, 21, , , 3 15022918, 4811036, 0, NoRole
rec-2073-org,   rec-3494-org, unk, m, 24, 19921109, ms, archer, scoby, nt, parap, 2192, 6, aspinall street, , 613 48301211, 3582115, 6, NoRole
rec-3726-org,   rec-1589-org, unk, f, , 19490106, , coby, aarcy, nsw, bundaberg, 2820, 17, edmunds place, , 02 22465753, 9285744, 4, NoRole
rec-734-org,   rec-2387-org, hun, f, , , , joel, gazda, vic, skye, 3355, 18, fox place, timber haven, 8 73224486, 9924322, 2, NoRole
rec-2121-org,   rec-2096-org, ind, f, 27, 19890926, dr, richard, bharwaney, , vincent, 5047, 26, mckillop circuit, , 03 20227340, 8355001, 7, NoRole
rec-3310-org,   rec-2786-org, usa, f, 23, 19930828, ms, tiana, cooley, nsw, shoalhaven heads, 2150, 83, togo place, , 2 19571189, 7037419, 8, NoRole
rec-3939-dup-0, rec-1435-org, fre, u, , 19360526, ms, tahnee, , nsw, north pmanly, 2530, 22, jane price crescent, , 2 06137750, 5362146, 9, NoRole
rec-2364-org,   rec-2338-org, eng, f, , , mr, grace, hutson, , rokeby, 5603, 16, titheradge place, colonial cvan park, 04 70396498, 1234064, 0, NoRole
rec-3971-dup-0, rec-3690-org, unk, q, 21, 19951211, , anika, , sa, gepps czross, 3073, 48, paul coe crescent, , , 4747958, 1, NoRole
rec-2488-org,   rec-3536-org, eng, , , 19791215, ms, edward, mayes, qld, umbiram, 4630, 16, jevons place, , 07 15773569, 4233913, 8, NoRole
rec-1418-org,   rec-1927-org, usa, , 34, 19820517, , riley, glass, sa, woodforde, 3641, 4, arndell street, , 7 29283820, 4376346, 4, NoRole
rec-188-org,   rec-1404-org, nor, f, 34, 19820313, , emiily, ingstad, vic, dingee, 2216, 8, marcus clarke street, glenluna, 8 81969548, 6994332, 9, NoRole
rec-2237-dup-0, rec-1961-org, eng, , , 19641238, hon, lian, rogersuon, , dalby, 2031, 53, carter crescent, , 03 79534474, 2081573, 8, NoRole
rec-3269-org,   rec-3614-org, eng, f, 25, 19910513, ms, bailey, abel, nsw, plumpton, 2165, 64, chewings street, , 612 05816771, 8835104, 5, NoRole
rec-3403-org,   rec-3497-org, gre, f, , 19140814, mr, isabella, christos, , ascot, 5048, , wakool circuit, , 08 36008769, 7234449, 8, NoRole
rec-2775-dup-0, rec-2401-org, spa, , , 19310416, , aidan, isambero, wa, yealeing, 5158, 1, tenison-woods circuit, , 08 77800782, 8367050, 5, NoRole
rec-1649-org,   rec-577-org, eng, , , 19620603, , zachariah, brownlow, vic, benalla, 4223, 40, finniss crescent, , 8 77680048, 4483477, 2, NoRole
rec-2379-org,   rec-913-org, , f, 30, 19860430, ms, roy, neumann, vic, appin park, 4701, 36, jabanungga avenue, , , 5594877, 2, NoRole
rec-3117-org,   rec-329-org, eng, , 19, 19971231, , mikayla, haggard, nsw, melton south, 3139, 11, chinner crescent, jaholma park, 02 65600757, 6829767, 0, NoRole
rec-170-org,   rec-618-org, eng, f, 25, 19910927, dr, madeleine, mathewson, qld, hackham, 3340, 51, earle place, yarren, 3 87635029, 5179342, 5, NoRole
rec-1211-org,   rec-1769-org, hun, f, 24, 19921216, , joshua, tessedik, nsw, duri, 4701, 18, selwyn street, , 2 13726050, 8496768, 9, NoRole
rec-408-org,   rec-1025-org, usa, m, 27, , , adam, manning, vic, marshall, 3071, 114, goyder street, , 08 65599027, 1909808, 1, NoRole
rec-672-org,   rec-2989-org, chi, f, 31, 19850926, , ethan, kuang, vic, preston, 4165, 5, chauncy crescent, , 03 92834897, 1319779, 8, NoRole
rec-692-org,   rec-546-org, unk, f, 36, 19800910, , karlee, sckel, qld, maroochy river, 4127, 28, , tumut nursing home, 03 58195846, 3603346, 8, NoRole
rec-331-org,   rec-110-org, usa, , 28, 19880322, , georgia, rush, qld, boondall, 3168, 149, wilson street, , 3 43649384, 1638712, 7, NoRole
rec-2933-org,   rec-1878-org, cze, f, 40, , , imogen, ralbovsky, vic, pomborneit, 7173, 137, mac george place, homestead caravan park, 8 58816022, 6953471, 9, NoRole
rec-2195-org,   rec-3408-org, chi, , 27, 19890723, ms, alana, qu, sa, trihi, 2031, 4, sladen place, villa 43, 617 84051790, 3237743, 2, NoRole
rec-3005-org,   rec-2728-org, chi, , 23, 19930116, , charlie, ju, nsw, wallendbeen, 2144, 69, dowthwaite street, , 2 63839432, 4306596, 9, NoRole
rec-2667-dup-0, rec-2660-org, pak, l, 38, 19780330, pfc, cameron, andarwis, nsw, taee, 4818, 28, blacket tstreet, briony downs, 612 14877417, 6479827, 9, NoRole
rec-3638-org,   rec-797-org, usa, f, 26, 19900716, , dimitri, macias, nsw, enngonia, 2780, 165, gungurra crescent, , 02 83255164, 8034002, 1, NoRole
rec-813-org,   rec-2234-org, usa, f, , 19771215, mr, adam, spencer, vic, mininera, 4558, 4, moseley place, , 08 95885385, 2342931, 9, NoRole
rec-2835-org,   rec-2929-org, ind, f, 28, 19881023, dr, william, koneru, qld, blacksoil, 4065, 12, mackenzie street, , 613 73301214, 9571237, 4, NoRole
rec-2128-org,   rec-3250-org, ger, f, 36, 19801221, dr, isabella, messner, nsw, gulgong, 3910, 16, plummer street, , 02 90606276, 8039154, 7, NoRole
rec-380-dup-0, rec-1460-org, usa, , 23, 19849114, mr, koul, hutchinson, qld, mitchelton, 2333, , bainton crescent, , 613 66969471, 1491613, 1, NoRole
rec-2631-org,   rec-704-org, usa, , 22, , , mark, odonnell, nsw, birrong, 2033, 8, verco street, adds bldg, 2 46705771, 8990134, 3, NoRole
rec-3582-dup-0, rec-2451-org, unk, s, , , , petz, scinto, ws, beaconqfield, 2611, 37, , kalyra retirement, 8 74120957, 8131443, 7, NoRole
rec-2024-org,   rec-3959-org, unk, f, , 19650220, , carly, strangway, nsw, swansea, 2104, 17, neales street, garanga, 08 50960697, 5327306, 3, NoRole
rec-450-dup-0, rec-548-org, chi, , 29, 19860405, , sopjie, gou, nsw, tatham, 2275, 8, maltby vircuit, lowerwood, 03 86172576, 6080734, 5, NoRole
rec-263-org,   rec-1383-org, unk, f, , 19981102, ms, mikayla, scorsone, vic, strathdownie, 2034, 85, stanley street, , 618 27677784, 7760715, 1, NoRole
rec-3889-org,   rec-3465-org, eng, f, 26, 19900531, , ella, ryer, nsw, dinoga, 6110, 77, savige street, tintenbach, 2 03295152, 2940121, 7, NoRole
rec-1210-org,   rec-126-org, usa, f, , 19851205, , holly, hayden, vic, clunes, 3002, , brigalow street, , 618 00461119, 8366545, 5, NoRole
rec-1578-org,   rec-2638-org, spa, f, 21, 19950120, , dayna, posada, qld, oonoonba, 2097, 1, yanda street, solander centre, 03 34074381, 2515069, 8, NoRole
rec-2382-org,   rec-3253-org, pol, f, , 19220228, , matilda, duglosz, vic, hazelbrook, 2229, 38, doyne place, , 618 71400127, 8799145, 4, NoRole
rec-2071-org,   rec-2592-org, usa, f, , 19180828, ms, gracie, rosario, sa, parilla, 2456, 2, aspinall street, , 03 33971754, 4867648, 7, NoRole
rec-169-org,   rec-3898-org, abo, f, 28, 19881011, , samuel, yunipingu, vic, banyule, 2166, 2, moorhouse street, , 08 11773794, 4935121, 1, NoRole
rec-1028-org,   rec-949-org, , m, , 19460101, mr, , benjamin, vic, docklands, 2031, 464, katherine avenue, , 08 21921101, 9868372, 1, NoRole
rec-3245-org,   rec-2607-org, usa, m, 30, , , oliver, brewer, vic, wunghnu, 4380, 44, badimara street, locn 5940, 08 43805137, 3419729, 4, NoRole
rec-3042-org,   rec-1333-org, tur, f, 29, 19871026, ms, georgia, yildizoglu, nsw, lockhart, 6168, , trickett street, , 02 01868486, 4341649, 7, NoRole
rec-1800-org,   rec-1587-org, eng, f, 30, 19860728, mr, lushia, traver, vic, yaapeet, 4017, 75, riordan street, , 618 95588821, 1615861, 2, NoRole
rec-1680-dup-0, rec-1503-org, nor, , 36, 19800521, , holy, dahn, nsw, point clre, 4878, 18, burns circuit, , 02 07671497, 6302530, 4, NoRole
rec-3957-org,   rec-2372-org, ind, f, 28, 19881022, pfc, victoria, vijayarangan, qld, causeway lake, 4104, 37, , , 3 00298049, 4484160, 2, NoRole
rec-175-org,   rec-760-org, ita, f, 22, 19941004, , tara, carracci, sa, lock, 3690, 13, rodway street, , 7 09978937, 5290890, 3, NoRole
rec-1203-org,   rec-394-org, usa, , 33, 19830427, , andrew, shaw, qld, indooroopilly, 3056, 20, wheeler crescent, , 3 81950737, 3725814, 4, NoRole
rec-1823-org,   rec-1332-org, usa, f, 27, 19890619, , rachel, dyer, , , 4110, 140, ligertwood street, , 02 79792251, 9037784, 9, NoRole
rec-16-org,   rec-1622-org, usa, , 9, 20070809, , travis, brennan, wa, east perth, 2120, 53, unaipon avenue, cliffdon park, 618 26048184, 1310484, 9, NoRole
rec-1362-org,   rec-2264-org, usa, f, 34, 19820213, hon, max, kirkland, qld, gumdale, 3563, 7, southern cross drive, , 613 18680074, 3363540, 6, NoRole
rec-1978-dup-0, rec-688-org, vie, g, 82, 19880710, , jennifer, nguyentan, wa, keiraville, 4514, 25, aspinalls treet, , 08 74569988, 8960003, 6, NoRole
rec-91-org,   rec-1676-org, eng, m, 38, 19780221, ms, laura, reynell, nsw, shalvey, 3186, 8, albermarle place, balala station, 02 30743278, 1757702, 2, NoRole
rec-461-dup-0, rec-2102-org, eng, f, , 19230222, ms, lachlan, chrisitnson, , , 2190, 52, pope sgreet, , , 8240107, 1, NoRole
rec-696-org,   rec-207-org, eng, f, 32, 19841201, ms, isabelle, shelby, qld, woondul, 6066, , kenyon circuit, , 613 06104678, 1772978, 4, NoRole
rec-2938-org,   rec-323-org, ser, f, 29, 19871226, ms, lauren, premar, vic, boorhaman, 2516, 1, sewell place, yarrandale, 618 04441419, 9711877, 6, NoRole
rec-1903-org,   rec-417-org, eng, f, 23, 19930705, , jaxson, croft, , keilor, 2783, 8, mount vernon drive, brer park, 02 44703815, 2777850, 1, NoRole
rec-3068-org,   rec-616-org, swe, m, 23, 19931129, mr, matthew, linhart, vic, mincha west, 4152, 27, rose scott circuit, tillside, 8 80790162, 6027653, 9, NoRole
rec-1647-org,   rec-781-org, eng, f, 34, 19820928, ms, natalia, leonardson, , st clair, 6020, 16, kingham place, , 04 35681855, 2635775, 0, NoRole
rec-3669-org,   rec-2122-org, usa, , , 19111015, pfc, kayla, edwards, nsw, mckees hill, 4066, 12, harkness street, , 2 66560573, 8846746, 6, NoRole
rec-2841-org,   rec-425-org, ina, f, 30, 19860222, ms, noah, budiman, qld, wateranga, 5097, 16, milson street, , 08 75313346, 6763235, 5, NoRole
rec-2830-org,   rec-3567-org, cze, f, 21, 19951030, , timothy, kovac, nsw, woomargama, 2580, 9, findlay street, research station, 2 38395161, 8102165, 7, NoRole
rec-1534-org,   rec-52-org, ind, f, 21, 19951110, ms, peter, vineet, nsw, cringila, 5050, 12, owen dixon drive, , 2 78766618, 7046732, 9, NoRole
rec-1183-org,   rec-3434-org, usa, f, 31, , , sara, pace, tas, nile, 2350, 4, currie crescent, , 617 56034439, 1049901, 7, NoRole
rec-3745-dup-0, rec-3442-org, ser, , 28, 19880825, mr, megan, revic, vic, alfredton, 2765, 54, atkinson street, , 08 90018120, 4359584, 8, NoRole
rec-776-org,   rec-2722-org, usa, , , 19550922, , thomas, joseph, nsw, cobar park, 2500, 19, allman circuit, cinema centre bldg, 612 82622037, 3738320, 0, NoRole
rec-3511-org,   rec-3181-org, unk, f, , 19390127, , hugh, strawbridge, , stanmore, 6055, 28, newman morris circuit, carinya vlge, 07 87111491, 3809108, 9, NoRole
rec-2043-org,   rec-122-org, usa, f, 26, 19900531, , alana, rojas, , armidale, 2540, 5, ormerod place, , 03 88480444, 7123743, 3, NoRole
rec-803-org,   rec-3886-org, eng, m, , 19440306, ms, ruby, merricks, nsw, maroota, 2760, 7, gurrang avenue, , 02 51585940, 4321113, 2, NoRole
rec-38-org,   rec-150-org, unk, f, 28, 19880328, mr, lachlan, scofield, vic, wallup, 2303, 24, finn street, , 618 24408390, 8931678, 0, NoRole
rec-2213-org,   rec-1768-org, por, f, 35, 19810915, mr, lachlan, peixoto, nsw, fernmount, 2870, 1, beaumont close, palm lake resort, 2 38827645, 1383895, 2, NoRole
rec-1957-org,   rec-1389-org, dan, f, 8, 20080923, , shane, rosenkrantz, qld, fairney view, 2745, 10, pike place, , 613 08466367, 2672641, 3, NoRole
rec-1494-dup-0, rec-3687-org, unk, , 23, 19950912, , ethan, abbondansola, nsw, wichkham, 2750, 40, eppalock street, , 02 95985832, 4647906, 2, NoRole
rec-472-org,   rec-589-org, hun, f, 27, 19890801, ms, madeleine, zinzendorff, vic, st kilda west, 3170, 15, kearne place, , , 2026535, 2, NoRole
rec-1557-org,   rec-3644-org, eng, f, , 19350730, , samantha, bernardson, nsw, wambool, 3300, 30, rigel place, , 2 11079419, 2807897, 0, NoRole
rec-556-org,   rec-453-org, usa, m, 7, 20090313, , georgina, mcdaniel, vic, doveton, 3950, 23, armstrong crescent, , 08 19697130, 1807229, 5, NoRole
rec-2849-dup-0, rec-1703-org, unk, , 32, 19840819, ms, giorgia, stratou, nsw, jindera, 4076, 355, kirwan circuit, craigles, 02 29571371, 4560382, 9, NoRole
rec-3543-org,   rec-1033-org, chi, f, 26, 19901223, , angelina, jyang, nsw, kunghur, 6210, 18, durham place, , 08 21880114, 1660562, 2, NoRole
rec-2709-org,   rec-1006-org, ger, f, 23, 19931210, , , sturmer, nt, darwin, 2161, 8, nemarang crescent, , 613 65612065, 7621808, 8, NoRole
